stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
140101,140101,UBCO Exchange,  49.939429,-119.394061,0,
140102,140102,UBCO Exchange,  49.939382,-119.393873,0,
140103,140103,UBCO Exchange,  49.939348,-119.393726,0,
140104,140104,UBCO Exchange,  49.939979,-119.394332,0,
140105,140105,Edwards Rd at Hwy 97,  49.924263,-119.385031,0,
140106,140106,Edwards Rd at Hwy 97,  49.924517,-119.385803,0,
140107,140107,Acland at Penno,  49.922140,-119.384018,0,
140108,140108,Acland at Penno,  49.921585,-119.383759,0,
140109,140109,Acland Rd at Old Vernon Rd,  49.918609,-119.383868,0,
140110,140110,Rutland at Old Vernon Rd,  49.917802,-119.384583,0,
140111,140111,Rutland at Commercial Dr.,  49.915085,-119.386892,0,
140112,140112,Rutland at Commercial Dr.,  49.915580,-119.385904,0,
140113,140113,Hwy 97 at Sexsmith - Sexsmith Station,  49.916959,-119.389041,0,
140114,140114,Hwy 97 at Old Vernon Road - Sexsmith Stn.,  49.918993,-119.386967,0,
140115,140115,Quailridge at Innovation Drive,  49.951937,-119.389973,0,
140116,140116,Elk at Acorn,  49.839228,-119.605929,0,
140117,140117,Elk at Acorn,  49.839102,-119.606052,0,
140131,140131,Glenmore at Cross,  49.923368,-119.438328,0,
140132,140132,Glenmore at Union,  49.927654,-119.434738,0,
140133,140133,Glenmore at Union,  49.926307,-119.436070,0,
140134,140134,Glenmore at Scenic,  49.932964,-119.433206,0,
140135,140135,Glenmore at Scenic,  49.932879,-119.433541,0,
140136,140136,John Hindle at Glenmore,  49.946354,-119.421830,0,
140137,140137,John Hindle at Glenmore,  49.947667,-119.424654,0,
140138,140138,John Hindle at Campus Way,  49.938269,-119.401675,0,
140139,140139,John Hindle at Campus Way,  49.938589,-119.401818,0,
140140,140140,Academy at Shetland,  49.922397,-119.398022,0,
140141,140141,Academy Way at Arab,  49.922794,-119.399704,0,
140142,140142,Academy Way at Vint,  49.928309,-119.399929,0,
140143,140143,Academy Way at Vint,  49.928169,-119.400106,0,
140144,140144,Academy Way at Acadia,  49.932283,-119.401323,0,
140145,140145,Academy Way at Acadia,  49.932114,-119.401399,0,
140146,140146,Academy Way at Aberdeen Hall,  49.934695,-119.401086,0,
140147,140147,Academy Way at Aberdeen Hall,  49.934627,-119.401374,0,
140148,140148,Rutland Exchange,  49.890663,-119.391887,0,
140149,140149,Rutland Exchange,  49.890663,-119.390829,0,
140150,140150,Rutland Exchange,  49.890511,-119.392352,0,
140151,140151,Rutland Exchange,  49.890524,-119.391804,0,
140152,140152,Dougall at Hwy 33,  49.889424,-119.392740,0,
140153,140153,Westlake at Peak Point,  49.883947,-119.560436,0,
140154,140154,Parkinson Rd at 1385 Block,  49.895938,-119.549693,0,
140155,140155,Bear Creek at Vancouver,  49.895268,-119.547438,0,
140156,140156,Sexsmith at Adams,  49.918220,-119.389932,0,
140157,140157,Sexsmith at Adams,  49.918103,-119.389012,0,
140159,140159,Innovation at University,  49.942545,-119.390465,0,
140160,140160,Innovation at University,  49.943397,-119.390212,0,
140161,140161,Arbor View at Steele,  49.806439,-119.472720,0,
140162,140162,John Hindle at Landfill,  49.944360,-119.415913,0,
140163,140163,John Hindle at Landfill,  49.945312,-119.415912,0,
140164,140164,Shepherd at Roxby,  49.890520,-119.390283,0,
140165,140165,Boucherie Exchange,  49.862173,-119.583459,0,
140166,140166,Asquith at Saddleback,  49.851135,-119.624585,0,
140167,140167,Copper Ridge at Smith Creek,  49.853789,-119.643770,0,
140168,140168,Daimler at Auburn,  49.857701,-119.599556,0,
140169,140169,Shannon Lake at Crystal,  49.867086,-119.590935,0,
140170,140170,Shannon Way at Westville,  49.848883,-119.615411,0,
140171,140171,Wildhorse at Bridlehill,  49.853767,-119.632940,0,
140172,140172,Elliott at Butt,  49.837204,-119.630839,0,
140173,140173,Elliott at Reece,  49.844515,-119.633666,0,
140174,140174,Elliott at Springer Lane,  49.833277,-119.630636,0,
140175,140175,Elliott at Neufeld,  49.841795,-119.633616,0,
140176,140176,Elliott at Solar,  49.831708,-119.630408,0,
140177,140177,Shannon Ridge.2179 Block,  49.855803,-119.605362,0,
140178,140178,Wildhorse.2569 Block,  49.853129,-119.636329,0,
140179,140179,Auburn.2886 Block,  49.855492,-119.600467,0,
140180,140180,Bartley at Byland,  49.863288,-119.587471,0,
140183,140183,Ironridge at Ironridge Crt,  49.854551,-119.627579,0,
140184,140184,Shannon Lake at Golf Course Drive,  49.863236,-119.609627,0,
140185,140185,Shannon Lake at Shannon View Drive,  49.865816,-119.605189,0,
140186,140186,Shannon Lake at Shannon Lake Drive,  49.866849,-119.599969,0,
140187,140187,Shannon Lake at Shannon Ridge,  49.853139,-119.617522,0,
140188,140188,Shannon Lake at Stonegrove,  49.858210,-119.616741,0,
140189,140189,Shannon Lake at Swite,  49.855404,-119.617707,0,
140190,140190,Shannon Lake at Tallus Ridge Drive,  49.862628,-119.612628,0,
140191,140191,Shannon Lake at Tallus Ridge,  49.863249,-119.612179,0,
140192,140192,Whispering Hills at Copper Ridge,  49.853435,-119.639861,0,
140193,140193,Woodstock at Sandstone,  49.850253,-119.613678,0,
140194,140194,Shannon Ridge at Ridge Place,  49.853262,-119.613837,0,
140195,140195,Shannon Ridge at Shannon Green Court,  49.854672,-119.611298,0,
140196,140196,Smith Creek at Elliott,  49.847614,-119.639049,0,
140197,140197,Smith Creek at Wild Horse,  49.851408,-119.642459,0,
140198,140198,Shannon Ridge Drive. 2176 Block,  49.856059,-119.605672,0,
140199,140199,Auburn at Shelby,  49.856392,-119.600909,0,
140200,140200,Auburn at Shannon Ridge,  49.854798,-119.600940,0,
140201,140201,Bartley at Shannon Lake,  49.864300,-119.587932,0,
140204,140204,Shannon Lake at Alexandria,  49.854882,-119.618248,0,
140205,140205,Shannon Lake at Stonegrove,  49.858226,-119.617035,0,
140206,140206,Shannon Lake at Asquith,  49.851555,-119.618534,0,
140207,140207,Shannon Ridge at Lakeside Court,  49.853678,-119.613637,0,
140208,140208,Shannon Ridge at Shannon Green,  49.854699,-119.611599,0,
140209,140209,Daimler at Auburn,  49.857827,-119.599302,0,
140210,140210,Shannon Lake at Crystal Drive,  49.868689,-119.592764,0,
140211,140211,Shannon Lake at Shannon Lake,  49.866898,-119.600418,0,
